Gender,Education,Years_of_Professional_Experience,Region,Employment_Type,Area_of_Expertise,Annual_Salary,bonus
Male,Master's Degree,4,Oslo,"in-house, privat sektor",ledelse/administrativt,735000.00,No
Male,Master's Degree,4,Oslo,"in-house, privat sektor",ledelse/administrativt,760000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,ledelse/administrativt,800000.00,Yes
Male,Below Bachelor's,4,Oslo,konsulent,ledelse/administrativt,860000.00,No
Male,Higher than Master's,3,Oslo,"in-house, privat sektor",ledelse/administrativt,610000.00,No
Male,Master's Degree,3,Oslo,"in-house, privat sektor",ledelse/administrativt,800000.00,No
Male,Higher than Master's,3,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,800000.00,No
Male,Master's Degree,3,Oslo,konsulent,ledelse/administrativt,960000.00,Yes
Male,No Education,2,Oslo,"in-house, privat sektor",ledelse/administrativt,530000.00,No
Male,Master's Degree,2,Oslo,konsulent,ledelse/administrativt,590000.00,No
Male,Master's Degree,2,Oslo,konsulent,ledelse/administrativt,950000.00,Yes
Male,Bachelor's Degree,0,Oslo,konsulent,ledelse/administrativt,750000.00,No
Male,Below Bachelor's,38,Rogaland,frilans / selvstendig næringsdrivende,ledelse/administrativt,850000.00,No
Male,Master's Degree,25,Rogaland,konsulent,ledelse/administrativt,1475000.00,No
Male,Master's Degree,23,Rogaland,konsulent,ledelse/administrativt,1200000.00,Yes
Male,Master's Degree,20,Rogaland,"in-house, privat sektor",ledelse/administrativt,1000000.00,No
Female,Higher than Master's,15,Rogaland,konsulent,ledelse/administrativt,750000.00,Yes
Male,Below Bachelor's,15,Rogaland,"in-house, privat sektor",ledelse/administrativt,1100000.00,No
Male,No Education,15,Rogaland,"in-house, privat sektor",ledelse/administrativt,1350000.00,No
Male,Below Bachelor's,13,Rogaland,konsulent,ledelse/administrativt,1250000.00,Yes
Female,Master's Degree,7,Rogaland,"in-house, privat sektor",ledelse/administrativt,1000000.00,Yes
Female,Master's Degree,4,Rogaland,konsulent,ledelse/administrativt,1010000.00,Yes
Male,Higher than Master's,25,Troms og Finnmark,konsulent,ledelse/administrativt,1650000.00,Yes
Male,Bachelor's Degree,15,Troms og Finnmark,"in-house, privat sektor",ledelse/administrativt,1000000.00,No
Male,Master's Degree,7,Troms og Finnmark,"in-house, privat sektor",ledelse/administrativt,960000.00,No
Male,No Education,28,Trøndelag,"in-house, privat sektor",ledelse/administrativt,1000000.00,No
Female,Higher than Master's,25,Trøndelag,"in-house, privat sektor",ledelse/administrativt,880000.00,Yes
Male,Master's Degree,17,Trøndelag,konsulent,ledelse/administrativt,1200000.00,Yes
Male,Master's Degree,16,Trøndelag,konsulent,ledelse/administrativt,1320000.00,Yes
Male,Below Bachelor's,15,Trøndelag,"in-house, privat sektor",ledelse/administrativt,800000.00,No
Female,Master's Degree,13,Trøndelag,konsulent,ledelse/administrativt,1065000.00,No
Male,Below Bachelor's,12,Trøndelag,konsulent,ledelse/administrativt,1500000.00,Yes
Male,Master's Degree,5,Trøndelag,konsulent,ledelse/administrativt,875000.00,Yes
Male,Below Bachelor's,3,Trøndelag,konsulent,ledelse/administrativt,610000.00,Yes
Male,Master's Degree,3,Trøndelag,"in-house, privat sektor",ledelse/administrativt,680000.00,No
Male,Below Bachelor's,20,utlandet,frilans / selvstendig næringsdrivende,ledelse/administrativt,500000.00,No
Female,No Education,5,utlandet,"in-house, privat sektor",ledelse/administrativt,1000000.00,No
Male,Below Bachelor's,25,Vestfold og Telemark,"in-house, privat sektor",ledelse/administrativt,900000.00,No
Female,Below Bachelor's,24,Vestfold og Telemark,konsulent,ledelse/administrativt,1300000.00,Yes
Male,Below Bachelor's,15,Vestfold og Telemark,"in-house, privat sektor",ledelse/administrativt,1200000.00,No
Male,Below Bachelor's,5,Vestfold og Telemark,"in-house, privat sektor",ledelse/administrativt,611000.00,No
Male,No Education,5,Vestfold og Telemark,"in-house, privat sektor",ledelse/administrativt,950000.00,No
Female,Below Bachelor's,1,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",ledelse/administrativt,640000.00,No
Male,Bachelor's Degree,26,Vestland,"in-house, privat sektor",ledelse/administrativt,1250000.00,Yes
Male,Master's Degree,21,Vestland,"in-house, privat sektor",ledelse/administrativt,916000.00,No
Male,Higher than Master's,20,Vestland,"in-house, privat sektor",ledelse/administrativt,1050000.00,No
Male,Below Bachelor's,17,Vestland,"in-house, privat sektor",ledelse/administrativt,1160000.00,Yes
Male,No Education,15,Vestland,"in-house, privat sektor",ledelse/administrativt,1000000.00,No
Male,Master's Degree,12,Vestland,"in-house, offentlig/kommunal sektor",ledelse/administrativt,820000.00,No
Male,Higher than Master's,12,Vestland,"in-house, privat sektor",ledelse/administrativt,1380000.00,Yes
Male,Below Bachelor's,8,Vestland,"in-house, privat sektor",ledelse/administrativt,650000.00,No
Male,Higher than Master's,7,Vestland,konsulent,ledelse/administrativt,850000.00,Yes
Male,Master's Degree,5,Vestland,konsulent,ledelse/administrativt,890000.00,Yes
Male,No Education,3,Vestland,"in-house, privat sektor",ledelse/administrativt,500000.00,No
Male,Master's Degree,2,Vestland,"in-house, privat sektor",ledelse/administrativt,870000.00,No
Male,Higher than Master's,38,Viken,"in-house, offentlig/kommunal sektor",ledelse/administrativt,700000.00,No
Male,No Education,28,Viken,"in-house, privat sektor",ledelse/administrativt,1450000.00,Yes
Male,Master's Degree,26,Viken,"in-house, privat sektor",ledelse/administrativt,1250000.00,Yes
Male,Master's Degree,14,Viken,konsulent,ledelse/administrativt,1350000.00,Yes
Male,No Education,10,Viken,"in-house, offentlig/kommunal sektor",ledelse/administrativt,825000.00,No
Male,Below Bachelor's,10,Viken,konsulent,ledelse/administrativt,1000000.00,Yes
Male,Below Bachelor's,8,Viken,"in-house, privat sektor",ledelse/administrativt,1010000.00,No
Male,Below Bachelor's,6,Viken,"in-house, privat sektor",ledelse/administrativt,1150000.00,Yes
Female,Below Bachelor's,5,Viken,konsulent,ledelse/administrativt,806000.00,Yes
Male,No Education,5,Viken,"in-house, privat sektor",ledelse/administrativt,1350000.00,Yes
Male,Master's Degree,18,Agder,konsulent,programvare,1500000.00,No
Male,No Education,14,Agder,konsulent,programvare,950000.00,Yes
Male,Below Bachelor's,1,Agder,"in-house, privat sektor",programvare,610000.00,No
Male,Master's Degree,0,Agder,"in-house, privat sektor",programvare,555000.00,No
Male,Below Bachelor's,0,Agder,konsulent,programvare,600000.00,No
Male,Higher than Master's,20,Møre og Romsdal,"in-house, privat sektor",programvare,690000.00,No
Male,Higher than Master's,18,Møre og Romsdal,"in-house, privat sektor",programvare,1000000.00,No
Male,Below Bachelor's,14,Møre og Romsdal,"in-house, privat sektor",programvare,800000.00,No
Male,Master's Degree,3,Nordland,"in-house, privat sektor",programvare,875000.00,Yes
Male,No Education,27,Oslo,"in-house, privat sektor",programvare,1350000.00,No
Other,Master's Degree,20,Oslo,"in-house, offentlig/kommunal sektor",programvare,950000.00,No
Male,Master's Degree,20,Oslo,frilans / selvstendig næringsdrivende,programvare,2500000.00,No
Male,Master's Degree,13,Oslo,"in-house, privat sektor",programvare,900000.00,No
Male,Master's Degree,13,Oslo,konsulent,programvare,1060000.00,No
Male,Below Bachelor's,12,Oslo,"in-house, privat sektor",programvare,900000.00,No
Male,Master's Degree,11,Oslo,"in-house, privat sektor",programvare,1122000.00,No
Female,Master's Degree,7,Oslo,"in-house, privat sektor",programvare,876000.00,No
Male,Master's Degree,7,Oslo,konsulent,programvare,700000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",programvare,860000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",programvare,965000.00,Yes
Male,Master's Degree,6,Oslo,"in-house, privat sektor",programvare,950000.00,No
Female,Master's Degree,5,Oslo,konsulent,programvare,890000.00,Yes
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",programvare,890000.00,No
Male,Below Bachelor's,5,Oslo,konsulent,programvare,900000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",programvare,900000.00,No
Male,No Education,5,Oslo,konsulent,programvare,1050000.00,Yes
Male,Master's Degree,5,Oslo,konsulent,programvare,1100000.00,Yes
Male,Below Bachelor's,5,Oslo,konsulent,programvare,1200000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",programvare,800000.00,No
Female,Master's Degree,3,Oslo,"in-house, offentlig/kommunal sektor",programvare,750000.00,Yes
Female,Below Bachelor's,2,Oslo,"in-house, privat sektor",programvare,660000.00,No
Female,Below Bachelor's,2,Oslo,"in-house, offentlig/kommunal sektor",programvare,700000.00,No
Male,Master's Degree,2,Oslo,konsulent,programvare,620000.00,Yes
Male,Master's Degree,2,Oslo,"in-house, privat sektor",programvare,690000.00,Yes
Male,Master's Degree,2,Oslo,"in-house, privat sektor",programvare,720000.00,Yes
Male,Higher than Master's,2,Oslo,"in-house, privat sektor",programvare,750000.00,No
Female,Master's Degree,1,Oslo,konsulent,programvare,600000.00,Yes
Male,Bachelor's Degree,15,Rogaland,"in-house, privat sektor",programvare,1057762.00,No
Male,Master's Degree,6,Rogaland,konsulent,programvare,998000.00,No
Female,Below Bachelor's,5,Rogaland,konsulent,programvare,825000.00,No
Male,Below Bachelor's,2,Rogaland,konsulent,programvare,700000.00,Yes
Male,Below Bachelor's,2,Rogaland,"in-house, privat sektor",programvare,770000.00,No
Male,Master's Degree,0,Rogaland,"in-house, privat sektor",programvare,660000.00,Yes
Male,Bachelor's Degree,43,Trøndelag,"in-house, privat sektor",programvare,1100000.00,Yes
Male,Master's Degree,15,Trøndelag,"in-house, privat sektor",programvare,1000000.00,Yes
Male,Below Bachelor's,2,Trøndelag,"in-house, privat sektor",programvare,660000.00,No
Male,Master's Degree,1,Trøndelag,konsulent,programvare,680000.00,Yes
Male,Master's Degree,7,utlandet,"in-house, privat sektor",programvare,2206000.00,No
Female,Higher than Master's,20,Vestfold og Telemark,"in-house, privat sektor",programvare,930000.00,No
Male,Higher than Master's,16,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",programvare,1000000.00,No
Male,Master's Degree,15,Vestfold og Telemark,"in-house, privat sektor",programvare,1000000.00,Yes
Female,Higher than Master's,10,Vestfold og Telemark,"in-house, privat sektor",programvare,930000.00,No
Male,Below Bachelor's,5,Vestfold og Telemark,konsulent,programvare,1300000.00,Yes
Male,Below Bachelor's,2,Vestfold og Telemark,"in-house, privat sektor",programvare,550000.00,No
Female,Below Bachelor's,25,Vestland,"in-house, privat sektor",programvare,1023000.00,No
Male,Below Bachelor's,22,Vestland,"in-house, privat sektor",programvare,998000.00,No
Male,Bachelor's Degree,17,Vestland,"in-house, privat sektor",programvare,900000.00,No
Male,No Education,12,Vestland,konsulent,programvare,825000.00,No
Male,Higher than Master's,10,Vestland,"in-house, privat sektor",programvare,636000.00,No
Male,Below Bachelor's,5,Vestland,konsulent,programvare,950000.00,No
Other,Below Bachelor's,3,Vestland,konsulent,programvare,520000.00,No
Male,Below Bachelor's,2,Vestland,"in-house, privat sektor",programvare,665000.00,No
Male,Master's Degree,19,Viken,"in-house, privat sektor",programvare,1900000.00,Yes
Male,Below Bachelor's,15,Viken,frilans / selvstendig næringsdrivende,programvare,1600000.00,Yes
Male,Master's Degree,8,Viken,"in-house, privat sektor",programvare,620000.00,No
Male,Below Bachelor's,6,Viken,"in-house, privat sektor",programvare,790000.00,No
Male,Higher than Master's,6,Viken,konsulent,programvare,1100000.00,Yes
Male,Below Bachelor's,3,Viken,"in-house, privat sektor",programvare,700000.00,Yes
Male,Below Bachelor's,1,Viken,"in-house, privat sektor",programvare,620000.00,No
Male,Below Bachelor's,1,Viken,"in-house, privat sektor",programvare,650000.00,Yes
Female,Below Bachelor's,0,Viken,"in-house, privat sektor",programvare,600000.00,No
Male,Master's Degree,0,Viken,"in-house, privat sektor",programvare,630000.00,No
Male,Master's Degree,5,Agder,"in-house, offentlig/kommunal sektor",sikkerhet,700000.00,No
Male,No Education,3,Agder,"in-house, offentlig/kommunal sektor",sikkerhet,750000.00,No
Male,Bachelor's Degree,1,Agder,"in-house, privat sektor",sikkerhet,580000.00,No
Male,Master's Degree,0,Agder,"in-house, privat sektor",sikkerhet,630000.00,No
Male,Below Bachelor's,25,Innlandet,konsulent,sikkerhet,1200000.00,Yes
Male,Bachelor's Degree,16,Innlandet,frilans / selvstendig næringsdrivende,sikkerhet,1200000.00,No
Male,Below Bachelor's,16,Innlandet,konsulent,sikkerhet,1500000.00,No
Other,Bachelor's Degree,1,Innlandet,"in-house, offentlig/kommunal sektor",sikkerhet,415000.00,No
Male,Below Bachelor's,7,Møre og Romsdal,konsulent,sikkerhet,1000000.00,Yes
Male,Below Bachelor's,12,Nordland,"in-house, privat sektor",sikkerhet,1300000.00,Yes
Male,Master's Degree,31,Oslo,konsulent,sikkerhet,2200000.00,Yes
Male,Higher than Master's,24,Oslo,konsulent,sikkerhet,1500000.00,Yes
Male,Below Bachelor's,20,Oslo,"in-house, privat sektor",sikkerhet,1200000.00,Yes
Male,Higher than Master's,17,Oslo,"in-house, privat sektor",sikkerhet,1144000.00,No
Male,No Education,15,Oslo,konsulent,sikkerhet,1400000.00,Yes
Male,Below Bachelor's,14,Oslo,"in-house, privat sektor",sikkerhet,1050000.00,No
Male,Higher than Master's,13,Oslo,konsulent,sikkerhet,1350000.00,Yes
Male,Master's Degree,12,Oslo,"in-house, privat sektor",sikkerhet,1360000.00,Yes
Male,Higher than Master's,10,Oslo,"in-house, privat sektor",sikkerhet,1005000.00,Yes
Male,Below Bachelor's,10,Oslo,"in-house, privat sektor",sikkerhet,1350000.00,No
Female,Higher than Master's,8,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,790000.00,No
Male,Below Bachelor's,8,Oslo,konsulent,sikkerhet,900000.00,Yes
Male,Master's Degree,8,Oslo,"in-house, privat sektor",sikkerhet,1100000.00,Yes
Male,Master's Degree,7,Oslo,"in-house, privat sektor",sikkerhet,899000.00,No
Male,Master's Degree,7,Oslo,konsulent,sikkerhet,1010000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",sikkerhet,1500000.00,Yes
Male,Below Bachelor's,6,Oslo,konsulent,sikkerhet,700000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",sikkerhet,807000.00,No
Male,Master's Degree,5,Oslo,konsulent,sikkerhet,985000.00,Yes
Other,Below Bachelor's,4,Oslo,"in-house, privat sektor",sikkerhet,750000.00,No
Male,Higher than Master's,4,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,780000.00,No
Male,Higher than Master's,4,Oslo,konsulent,sikkerhet,800000.00,Yes
Male,Higher than Master's,4,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,838000.00,No
Male,No Education,3,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,680000.00,No
Male,Master's Degree,3,Oslo,konsulent,sikkerhet,950000.00,Yes
Male,Below Bachelor's,2,Oslo,konsulent,sikkerhet,634000.00,Yes
Male,Below Bachelor's,2,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,827000.00,Yes
Male,Below Bachelor's,1,Oslo,"in-house, privat sektor",sikkerhet,468000.00,No
Male,Below Bachelor's,1,Oslo,konsulent,sikkerhet,530000.00,Yes
Male,Below Bachelor's,1,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,615000.00,No
Female,Master's Degree,0,Oslo,konsulent,sikkerhet,610000.00,No
Female,Master's Degree,0,Oslo,konsulent,sikkerhet,670000.00,No
Male,Master's Degree,0,Oslo,konsulent,sikkerhet,622000.00,Yes
Male,Bachelor's Degree,24,Rogaland,konsulent,sikkerhet,875000.00,Yes
Male,Master's Degree,4,Rogaland,konsulent,sikkerhet,690000.00,No
Male,Below Bachelor's,4,Rogaland,"in-house, offentlig/kommunal sektor",sikkerhet,700000.00,No
Male,Higher than Master's,4,Rogaland,konsulent,sikkerhet,950000.00,Yes
Female,Master's Degree,5,Troms og Finnmark,konsulent,sikkerhet,635000.00,No
Male,Master's Degree,24,Trøndelag,"in-house, privat sektor",sikkerhet,1100000.00,No
Male,Master's Degree,20,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,1015000.00,No
Male,Master's Degree,17,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,860000.00,No
Male,No Education,10,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,750000.00,No
Male,Master's Degree,4,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,680000.00,No
Male,Higher than Master's,1,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,526300.00,No
Male,Below Bachelor's,1,Trøndelag,konsulent,sikkerhet,600000.00,Yes
Male,Master's Degree,5,utlandet,"in-house, privat sektor",sikkerhet,2000000.00,No
Female,Below Bachelor's,15,Vestfold og Telemark,konsulent,sikkerhet,1200000.00,Yes
Male,Master's Degree,1,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",sikkerhet,680000.00,No
Male,Below Bachelor's,10,Vestland,konsulent,sikkerhet,1000000.00,Yes
Male,Higher than Master's,9,Vestland,konsulent,sikkerhet,1200000.00,No
Male,Bachelor's Degree,6,Vestland,konsulent,sikkerhet,520000.00,No
Male,Below Bachelor's,5,Vestland,konsulent,sikkerhet,825000.00,No
Male,Below Bachelor's,4,Vestland,"in-house, privat sektor",sikkerhet,850000.00,No
Male,Higher than Master's,2,Vestland,konsulent,sikkerhet,600000.00,Yes
Male,Below Bachelor's,1,Vestland,"in-house, offentlig/kommunal sektor",sikkerhet,626000.00,No
Male,Master's Degree,1,Vestland,"in-house, offentlig/kommunal sektor",sikkerhet,630000.00,No
Male,Higher than Master's,28,Viken,"in-house, privat sektor",sikkerhet,1300000.00,No
Male,Below Bachelor's,23,Agder,"in-house, privat sektor",testing,830000.00,No
Female,Below Bachelor's,23,Oslo,"in-house, privat sektor",testing,892000.00,No
Male,Higher than Master's,21,Oslo,konsulent,testing,1500000.00,No
Female,Master's Degree,18,Oslo,konsulent,testing,1260000.00,No
Male,Higher than Master's,17,Oslo,konsulent,testing,2000000.00,Yes
Female,Below Bachelor's,15,Oslo,"in-house, offentlig/kommunal sektor",testing,700000.00,No
Female,Higher than Master's,15,Oslo,"in-house, offentlig/kommunal sektor",testing,950000.00,Yes
Male,Higher than Master's,13,Oslo,konsulent,testing,1100000.00,Yes
